scenario_id,scenario_code,role_id,archetype_id,option_id,utility
28,r1a1_r2a6_r3a11_r4a16,1,1,4,0.3
28,r1a1_r2a6_r3a11_r4a16,2,6,1,0.27
28,r1a1_r2a6_r3a11_r4a16,2,6,2,0.29
28,r1a1_r2a6_r3a11_r4a16,2,6,3,0.28
28,r1a1_r2a6_r3a11_r4a16,2,6,4,0.24
28,r1a1_r2a6_r3a11_r4a16,3,11,1,0.29
28,r1a1_r2a6_r3a11_r4a16,3,11,2,0.28
28,r1a1_r2a6_r3a11_r4a16,3,11,3,0.21
28,r1a1_r2a6_r3a11_r4a16,3,11,4,0.23
28,r1a1_r2a6_r3a11_r4a16,4,16,1,0.21
28,r1a1_r2a6_r3a11_r4a16,4,16,2,0.2
28,r1a1_r2a6_r3a11_r4a16,4,16,3,0.25
28,r1a1_r2a6_r3a11_r4a16,4,16,4,0.27
29,r1a1_r2a6_r3a12_r4a13,1,1,1,0.21
29,r1a1_r2a6_r3a12_r4a13,1,1,2,0.23
29,r1a1_r2a6_r3a12_r4a13,1,1,3,0.26
29,r1a1_r2a6_r3a12_r4a13,1,1,4,0.3
29,r1a1_r2a6_r3a12_r4a13,2,6,1,0.27
29,r1a1_r2a6_r3a12_r4a13,2,6,2,0.29
29,r1a1_r2a6_r3a12_r4a13,2,6,3,0.28
29,r1a1_r2a6_r3a12_r4a13,2,6,4,0.24
29,r1a1_r2a6_r3a12_r4a13,3,12,1,0.21
29,r1a1_r2a6_r3a12_r4a13,3,12,2,0.2
29,r1a1_r2a6_r3a12_r4a13,3,12,3,0.25
29,r1a1_r2a6_r3a12_r4a13,3,12,4,0.27
29,r1a1_r2a6_r3a12_r4a13,4,13,1,0.26
29,r1a1_r2a6_r3a12_r4a13,4,13,2,0.27
29,r1a1_r2a6_r3a12_r4a13,4,13,3,0.29
29,r1a1_r2a6_r3a12_r4a13,4,13,4,0.23
30,r1a1_r2a6_r3a12_r4a14,1,1,1,0.21
30,r1a1_r2a6_r3a12_r4a14,1,1,2,0.23
30,r1a1_r2a6_r3a12_r4a14,1,1,3,0.26
30,r1a1_r2a6_r3a12_r4a14,1,1,4,0.3
30,r1a1_r2a6_r3a12_r4a14,2,6,1,0.27
30,r1a1_r2a6_r3a12_r4a14,2,6,2,0.29
30,r1a1_r2a6_r3a12_r4a14,2,6,3,0.28
30,r1a1_r2a6_r3a12_r4a14,2,6,4,0.24
30,r1a1_r2a6_r3a12_r4a14,3,12,1,0.21
30,r1a1_r2a6_r3a12_r4a14,3,12,2,0.2
30,r1a1_r2a6_r3a12_r4a14,3,12,3,0.25
30,r1a1_r2a6_r3a12_r4a14,3,12,4,0.27
30,r1a1_r2a6_r3a12_r4a14,4,14,1,0.24
30,r1a1_r2a6_r3a12_r4a14,4,14,2,0.27
30,r1a1_r2a6_r3a12_r4a14,4,14,3,0.29
30,r1a1_r2a6_r3a12_r4a14,4,14,4,0.27
31,r1a1_r2a6_r3a12_r4a15,1,1,1,0.21
31,r1a1_r2a6_r3a12_r4a15,1,1,2,0.23
31,r1a1_r2a6_r3a12_r4a15,1,1,3,0.26
31,r1a1_r2a6_r3a12_r4a15,1,1,4,0.3
31,r1a1_r2a6_r3a12_r4a15,2,6,1,0.27
31,r1a1_r2a6_r3a12_r4a15,2,6,2,0.29
31,r1a1_r2a6_r3a12_r4a15,2,6,3,0.28
31,r1a1_r2a6_r3a12_r4a15,2,6,4,0.24
31,r1a1_r2a6_r3a12_r4a15,3,12,1,0.21
31,r1a1_r2a6_r3a12_r4a15,3,12,2,0.2
31,r1a1_r2a6_r3a12_r4a15,3,12,3,0.25
31,r1a1_r2a6_r3a12_r4a15,3,12,4,0.27
31,r1a1_r2a6_r3a12_r4a15,4,15,1,0.23
31,r1a1_r2a6_r3a12_r4a15,4,15,2,0.21
31,r1a1_r2a6_r3a12_r4a15,4,15,3,0.22
31,r1a1_r2a6_r3a12_r4a15,4,15,4,0.26
32,r1a1_r2a6_r3a12_r4a16,1,1,1,0.21
32,r1a1_r2a6_r3a12_r4a16,1,1,2,0.23
32,r1a1_r2a6_r3a12_r4a16,1,1,3,0.26
32,r1a1_r2a6_r3a12_r4a16,1,1,4,0.3
32,r1a1_r2a6_r3a12_r4a16,2,6,1,0.27
32,r1a1_r2a6_r3a12_r4a16,2,6,2,0.29
32,r1a1_r2a6_r3a12_r4a16,2,6,3,0.28
32,r1a1_r2a6_r3a12_r4a16,2,6,4,0.24
32,r1a1_r2a6_r3a12_r4a16,3,12,1,0.21
32,r1a1_r2a6_r3a12_r4a16,3,12,2,0.2
32,r1a1_r2a6_r3a12_r4a16,3,12,3,0.25
32,r1a1_r2a6_r3a12_r4a16,3,12,4,0.27
32,r1a1_r2a6_r3a12_r4a16,4,16,1,0.21
32,r1a1_r2a6_r3a12_r4a16,4,16,2,0.2
32,r1a1_r2a6_r3a12_r4a16,4,16,3,0.25
32,r1a1_r2a6_r3a12_r4a16,4,16,4,0.27
33,r1a1_r2a7_r3a9_r4a13,1,1,1,0.21
33,r1a1_r2a7_r3a9_r4a13,1,1,2,0.23
33,r1a1_r2a7_r3a9_r4a13,1,1,3,0.26
33,r1a1_r2a7_r3a9_r4a13,1,1,4,0.3
33,r1a1_r2a7_r3a9_r4a13,2,7,1,0.28
33,r1a1_r2a7_r3a9_r4a13,2,7,2,0.29
33,r1a1_r2a7_r3a9_r4a13,2,7,3,0.23
33,r1a1_r2a7_r3a9_r4a13,2,7,4,0.25
33,r1a1_r2a7_r3a9_r4a13,3,9,1,0.23
33,r1a1_r2a7_r3a9_r4a13,3,9,2,0.21
33,r1a1_r2a7_r3a9_r4a13,3,9,3,0.22
33,r1a1_r2a7_r3a9_r4a13,3,9,4,0.26
33,r1a1_r2a7_r3a9_r4a13,4,13,1,0.26
33,r1a1_r2a7_r3a9_r4a13,4,13,2,0.27
33,r1a1_r2a7_r3a9_r4a13,4,13,3,0.29
33,r1a1_r2a7_r3a9_r4a13,4,13,4,0.23
34,r1a1_r2a7_r3a9_r4a14,1,1,1,0.21
34,r1a1_r2a7_r3a9_r4a14,1,1,2,0.23
34,r1a1_r2a7_r3a9_r4a14,1,1,3,0.26
34,r1a1_r2a7_r3a9_r4a14,1,1,4,0.3
34,r1a1_r2a7_r3a9_r4a14,2,7,1,0.28
34,r1a1_r2a7_r3a9_r4a14,2,7,2,0.29
34,r1a1_r2a7_r3a9_r4a14,2,7,3,0.23
34,r1a1_r2a7_r3a9_r4a14,2,7,4,0.25
34,r1a1_r2a7_r3a9_r4a14,3,9,1,0.23
34,r1a1_r2a7_r3a9_r4a14,3,9,2,0.21
34,r1a1_r2a7_r3a9_r4a14,3,9,3,0.22
34,r1a1_r2a7_r3a9_r4a14,3,9,4,0.26
34,r1a1_r2a7_r3a9_r4a14,4,14,1,0.24
34,r1a1_r2a7_r3a9_r4a14,4,14,2,0.27
34,r1a1_r2a7_r3a9_r4a14,4,14,3,0.29
34,r1a1_r2a7_r3a9_r4a14,4,14,4,0.27
35,r1a1_r2a7_r3a9_r4a15,1,1,1,0.21
35,r1a1_r2a7_r3a9_r4a15,1,1,2,0.23
35,r1a1_r2a7_r3a9_r4a15,1,1,3,0.26
35,r1a1_r2a7_r3a9_r4a15,1,1,4,0.3
35,r1a1_r2a7_r3a9_r4a15,2,7,1,0.28
35,r1a1_r2a7_r3a9_r4a15,2,7,2,0.29
35,r1a1_r2a7_r3a9_r4a15,2,7,3,0.23
35,r1a1_r2a7_r3a9_r4a15,2,7,4,0.25
35,r1a1_r2a7_r3a9_r4a15,3,9,1,0.23
35,r1a1_r2a7_r3a9_r4a15,3,9,2,0.21
35,r1a1_r2a7_r3a9_r4a15,3,9,3,0.22
35,r1a1_r2a7_r3a9_r4a15,3,9,4,0.26
35,r1a1_r2a7_r3a9_r4a15,4,15,1,0.23
35,r1a1_r2a7_r3a9_r4a15,4,15,2,0.21
35,r1a1_r2a7_r3a9_r4a15,4,15,3,0.22
35,r1a1_r2a7_r3a9_r4a15,4,15,4,0.26
36,r1a1_r2a7_r3a9_r4a16,1,1,1,0.21
36,r1a1_r2a7_r3a9_r4a16,1,1,2,0.23
36,r1a1_r2a7_r3a9_r4a16,1,1,3,0.26
36,r1a1_r2a7_r3a9_r4a16,1,1,4,0.3
36,r1a1_r2a7_r3a9_r4a16,2,7,1,0.28
36,r1a1_r2a7_r3a9_r4a16,2,7,2,0.29
36,r1a1_r2a7_r3a9_r4a16,2,7,3,0.23
36,r1a1_r2a7_r3a9_r4a16,2,7,4,0.25
36,r1a1_r2a7_r3a9_r4a16,3,9,1,0.23
36,r1a1_r2a7_r3a9_r4a16,3,9,2,0.21
36,r1a1_r2a7_r3a9_r4a16,3,9,3,0.22
36,r1a1_r2a7_r3a9_r4a16,3,9,4,0.26
36,r1a1_r2a7_r3a9_r4a16,4,16,1,0.21
36,r1a1_r2a7_r3a9_r4a16,4,16,2,0.2
36,r1a1_r2a7_r3a9_r4a16,4,16,3,0.25
36,r1a1_r2a7_r3a9_r4a16,4,16,4,0.27
37,r1a1_r2a7_r3a10_r4a13,1,1,1,0.21
37,r1a1_r2a7_r3a10_r4a13,1,1,2,0.23
37,r1a1_r2a7_r3a10_r4a13,1,1,3,0.26
37,r1a1_r2a7_r3a10_r4a13,1,1,4,0.3
37,r1a1_r2a7_r3a10_r4a13,2,7,1,0.28
37,r1a1_r2a7_r3a10_r4a13,2,7,2,0.29
37,r1a1_r2a7_r3a10_r4a13,2,7,3,0.23
37,r1a1_r2a7_r3a10_r4a13,2,7,4,0.25
37,r1a1_r2a7_r3a10_r4a13,3,10,1,0.2
37,r1a1_r2a7_r3a10_r4a13,3,10,2,0.21
37,r1a1_r2a7_r3a10_r4a13,3,10,3,0.27
37,r1a1_r2a7_r3a10_r4a13,3,10,4,0.29
37,r1a1_r2a7_r3a10_r4a13,4,13,1,0.26
37,r1a1_r2a7_r3a10_r4a13,4,13,2,0.27
37,r1a1_r2a7_r3a10_r4a13,4,13,3,0.29
37,r1a1_r2a7_r3a10_r4a13,4,13,4,0.23
38,r1a1_r2a7_r3a10_r4a14,1,1,1,0.21
38,r1a1_r2a7_r3a10_r4a14,1,1,2,0.23
38,r1a1_r2a7_r3a10_r4a14,1,1,3,0.26
38,r1a1_r2a7_r3a10_r4a14,1,1,4,0.3
38,r1a1_r2a7_r3a10_r4a14,2,7,1,0.28
38,r1a1_r2a7_r3a10_r4a14,2,7,2,0.29
38,r1a1_r2a7_r3a10_r4a14,2,7,3,0.23
38,r1a1_r2a7_r3a10_r4a14,2,7,4,0.25
38,r1a1_r2a7_r3a10_r4a14,3,10,1,0.2
38,r1a1_r2a7_r3a10_r4a14,3,10,2,0.21
38,r1a1_r2a7_r3a10_r4a14,3,10,3,0.27
38,r1a1_r2a7_r3a10_r4a14,3,10,4,0.29
38,r1a1_r2a7_r3a10_r4a14,4,14,1,0.24
38,r1a1_r2a7_r3a10_r4a14,4,14,2,0.27
38,r1a1_r2a7_r3a10_r4a14,4,14,3,0.29
38,r1a1_r2a7_r3a10_r4a14,4,14,4,0.27
39,r1a1_r2a7_r3a10_r4a15,1,1,1,0.21
39,r1a1_r2a7_r3a10_r4a15,1,1,2,0.23
39,r1a1_r2a7_r3a10_r4a15,1,1,3,0.26
39,r1a1_r2a7_r3a10_r4a15,1,1,4,0.3
39,r1a1_r2a7_r3a10_r4a15,2,7,1,0.28
39,r1a1_r2a7_r3a10_r4a15,2,7,2,0.29
39,r1a1_r2a7_r3a10_r4a15,2,7,3,0.23
39,r1a1_r2a7_r3a10_r4a15,2,7,4,0.25
39,r1a1_r2a7_r3a10_r4a15,3,10,1,0.2
39,r1a1_r2a7_r3a10_r4a15,3,10,2,0.21
39,r1a1_r2a7_r3a10_r4a15,3,10,3,0.27
39,r1a1_r2a7_r3a10_r4a15,3,10,4,0.29
39,r1a1_r2a7_r3a10_r4a15,4,15,1,0.23
39,r1a1_r2a7_r3a10_r4a15,4,15,2,0.21
39,r1a1_r2a7_r3a10_r4a15,4,15,3,0.22
39,r1a1_r2a7_r3a10_r4a15,4,15,4,0.26
40,r1a1_r2a7_r3a10_r4a16,1,1,1,0.21
40,r1a1_r2a7_r3a10_r4a16,1,1,2,0.23
40,r1a1_r2a7_r3a10_r4a16,1,1,3,0.26
40,r1a1_r2a7_r3a10_r4a16,1,1,4,0.3
40,r1a1_r2a7_r3a10_r4a16,2,7,1,0.28
40,r1a1_r2a7_r3a10_r4a16,2,7,2,0.29
40,r1a1_r2a7_r3a10_r4a16,2,7,3,0.23
40,r1a1_r2a7_r3a10_r4a16,2,7,4,0.25
40,r1a1_r2a7_r3a10_r4a16,3,10,1,0.2
40,r1a1_r2a7_r3a10_r4a16,3,10,2,0.21
40,r1a1_r2a7_r3a10_r4a16,3,10,3,0.27
40,r1a1_r2a7_r3a10_r4a16,3,10,4,0.29
40,r1a1_r2a7_r3a10_r4a16,4,16,1,0.21
40,r1a1_r2a7_r3a10_r4a16,4,16,2,0.2
40,r1a1_r2a7_r3a10_r4a16,4,16,3,0.25
40,r1a1_r2a7_r3a10_r4a16,4,16,4,0.27
41,r1a1_r2a7_r3a11_r4a13,1,1,1,0.21
41,r1a1_r2a7_r3a11_r4a13,1,1,2,0.23
41,r1a1_r2a7_r3a11_r4a13,1,1,3,0.26
41,r1a1_r2a7_r3a11_r4a13,1,1,4,0.3
41,r1a1_r2a7_r3a11_r4a13,2,7,1,0.28
41,r1a1_r2a7_r3a11_r4a13,2,7,2,0.29
41,r1a1_r2a7_r3a11_r4a13,2,7,3,0.23
41,r1a1_r2a7_r3a11_r4a13,2,7,4,0.25
41,r1a1_r2a7_r3a11_r4a13,3,11,1,0.29
41,r1a1_r2a7_r3a11_r4a13,3,11,2,0.28
41,r1a1_r2a7_r3a11_r4a13,3,11,3,0.21
41,r1a1_r2a7_r3a11_r4a13,3,11,4,0.23
41,r1a1_r2a7_r3a11_r4a13,4,13,1,0.26
41,r1a1_r2a7_r3a11_r4a13,4,13,2,0.27
41,r1a1_r2a7_r3a11_r4a13,4,13,3,0.29
41,r1a1_r2a7_r3a11_r4a13,4,13,4,0.23
42,r1a1_r2a7_r3a11_r4a14,1,1,1,0.21
42,r1a1_r2a7_r3a11_r4a14,1,1,2,0.23
42,r1a1_r2a7_r3a11_r4a14,1,1,3,0.26
42,r1a1_r2a7_r3a11_r4a14,1,1,4,0.3
42,r1a1_r2a7_r3a11_r4a14,2,7,1,0.28
42,r1a1_r2a7_r3a11_r4a14,2,7,2,0.29
42,r1a1_r2a7_r3a11_r4a14,2,7,3,0.23
42,r1a1_r2a7_r3a11_r4a14,2,7,4,0.25
42,r1a1_r2a7_r3a11_r4a14,3,11,1,0.29
42,r1a1_r2a7_r3a11_r4a14,3,11,2,0.28
42,r1a1_r2a7_r3a11_r4a14,3,11,3,0.21
42,r1a1_r2a7_r3a11_r4a14,3,11,4,0.23
42,r1a1_r2a7_r3a11_r4a14,4,14,1,0.24
42,r1a1_r2a7_r3a11_r4a14,4,14,2,0.27
42,r1a1_r2a7_r3a11_r4a14,4,14,3,0.29
42,r1a1_r2a7_r3a11_r4a14,4,14,4,0.27
43,r1a1_r2a7_r3a11_r4a15,1,1,1,0.21
43,r1a1_r2a7_r3a11_r4a15,1,1,2,0.23
43,r1a1_r2a7_r3a11_r4a15,1,1,3,0.26
43,r1a1_r2a7_r3a11_r4a15,1,1,4,0.3
43,r1a1_r2a7_r3a11_r4a15,2,7,1,0.28
43,r1a1_r2a7_r3a11_r4a15,2,7,2,0.29
43,r1a1_r2a7_r3a11_r4a15,2,7,3,0.23
43,r1a1_r2a7_r3a11_r4a15,2,7,4,0.25
43,r1a1_r2a7_r3a11_r4a15,3,11,1,0.29
43,r1a1_r2a7_r3a11_r4a15,3,11,2,0.28
43,r1a1_r2a7_r3a11_r4a15,3,11,3,0.21
43,r1a1_r2a7_r3a11_r4a15,3,11,4,0.23
43,r1a1_r2a7_r3a11_r4a15,4,15,1,0.23
43,r1a1_r2a7_r3a11_r4a15,4,15,2,0.21
43,r1a1_r2a7_r3a11_r4a15,4,15,3,0.22
43,r1a1_r2a7_r3a11_r4a15,4,15,4,0.26
44,r1a1_r2a7_r3a11_r4a16,1,1,1,0.21
44,r1a1_r2a7_r3a11_r4a16,1,1,2,0.23
44,r1a1_r2a7_r3a11_r4a16,1,1,3,0.26
44,r1a1_r2a7_r3a11_r4a16,1,1,4,0.3
44,r1a1_r2a7_r3a11_r4a16,2,7,1,0.28
44,r1a1_r2a7_r3a11_r4a16,2,7,2,0.29
44,r1a1_r2a7_r3a11_r4a16,2,7,3,0.23
44,r1a1_r2a7_r3a11_r4a16,2,7,4,0.25
44,r1a1_r2a7_r3a11_r4a16,3,11,1,0.29
44,r1a1_r2a7_r3a11_r4a16,3,11,2,0.28
44,r1a1_r2a7_r3a11_r4a16,3,11,3,0.21
44,r1a1_r2a7_r3a11_r4a16,3,11,4,0.23
44,r1a1_r2a7_r3a11_r4a16,4,16,1,0.21
44,r1a1_r2a7_r3a11_r4a16,4,16,2,0.2
44,r1a1_r2a7_r3a11_r4a16,4,16,3,0.25
44,r1a1_r2a7_r3a11_r4a16,4,16,4,0.27
45,r1a1_r2a7_r3a12_r4a13,1,1,1,0.21
45,r1a1_r2a7_r3a12_r4a13,1,1,2,0.23
45,r1a1_r2a7_r3a12_r4a13,1,1,3,0.26
45,r1a1_r2a7_r3a12_r4a13,1,1,4,0.3
45,r1a1_r2a7_r3a12_r4a13,2,7,1,0.28
45,r1a1_r2a7_r3a12_r4a13,2,7,2,0.29
45,r1a1_r2a7_r3a12_r4a13,2,7,3,0.23
45,r1a1_r2a7_r3a12_r4a13,2,7,4,0.25
45,r1a1_r2a7_r3a12_r4a13,3,12,1,0.21
45,r1a1_r2a7_r3a12_r4a13,3,12,2,0.2
45,r1a1_r2a7_r3a12_r4a13,3,12,3,0.25
45,r1a1_r2a7_r3a12_r4a13,3,12,4,0.27
45,r1a1_r2a7_r3a12_r4a13,4,13,1,0.26
45,r1a1_r2a7_r3a12_r4a13,4,13,2,0.27
45,r1a1_r2a7_r3a12_r4a13,4,13,3,0.29
45,r1a1_r2a7_r3a12_r4a13,4,13,4,0.23
46,r1a1_r2a7_r3a12_r4a14,1,1,1,0.21
46,r1a1_r2a7_r3a12_r4a14,1,1,2,0.23
46,r1a1_r2a7_r3a12_r4a14,1,1,3,0.26
46,r1a1_r2a7_r3a12_r4a14,1,1,4,0.3
46,r1a1_r2a7_r3a12_r4a14,2,7,1,0.28
46,r1a1_r2a7_r3a12_r4a14,2,7,2,0.29
46,r1a1_r2a7_r3a12_r4a14,2,7,3,0.23
46,r1a1_r2a7_r3a12_r4a14,2,7,4,0.25
46,r1a1_r2a7_r3a12_r4a14,3,12,1,0.21
46,r1a1_r2a7_r3a12_r4a14,3,12,2,0.2
46,r1a1_r2a7_r3a12_r4a14,3,12,3,0.25
46,r1a1_r2a7_r3a12_r4a14,3,12,4,0.27
46,r1a1_r2a7_r3a12_r4a14,4,14,1,0.24
46,r1a1_r2a7_r3a12_r4a14,4,14,2,0.27
46,r1a1_r2a7_r3a12_r4a14,4,14,3,0.29
46,r1a1_r2a7_r3a12_r4a14,4,14,4,0.27
47,r1a1_r2a7_r3a12_r4a15,1,1,1,0.21
47,r1a1_r2a7_r3a12_r4a15,1,1,2,0.23
47,r1a1_r2a7_r3a12_r4a15,1,1,3,0.26
47,r1a1_r2a7_r3a12_r4a15,1,1,4,0.3
47,r1a1_r2a7_r3a12_r4a15,2,7,1,0.28
47,r1a1_r2a7_r3a12_r4a15,2,7,2,0.29
47,r1a1_r2a7_r3a12_r4a15,2,7,3,0.23
47,r1a1_r2a7_r3a12_r4a15,2,7,4,0.25
47,r1a1_r2a7_r3a12_r4a15,3,12,1,0.21
47,r1a1_r2a7_r3a12_r4a15,3,12,2,0.2
47,r1a1_r2a7_r3a12_r4a15,3,12,3,0.25
47,r1a1_r2a7_r3a12_r4a15,3,12,4,0.27
47,r1a1_r2a7_r3a12_r4a15,4,15,1,0.23
47,r1a1_r2a7_r3a12_r4a15,4,15,2,0.21
47,r1a1_r2a7_r3a12_r4a15,4,15,3,0.22
47,r1a1_r2a7_r3a12_r4a15,4,15,4,0.26
48,r1a1_r2a7_r3a12_r4a16,1,1,1,0.21
48,r1a1_r2a7_r3a12_r4a16,1,1,2,0.23
48,r1a1_r2a7_r3a12_r4a16,1,1,3,0.26
48,r1a1_r2a7_r3a12_r4a16,1,1,4,0.3
48,r1a1_r2a7_r3a12_r4a16,2,7,1,0.28
48,r1a1_r2a7_r3a12_r4a16,2,7,2,0.29
48,r1a1_r2a7_r3a12_r4a16,2,7,3,0.23
48,r1a1_r2a7_r3a12_r4a16,2,7,4,0.25
48,r1a1_r2a7_r3a12_r4a16,3,12,1,0.21
48,r1a1_r2a7_r3a12_r4a16,3,12,2,0.2
48,r1a1_r2a7_r3a12_r4a16,3,12,3,0.25
48,r1a1_r2a7_r3a12_r4a16,3,12,4,0.27
48,r1a1_r2a7_r3a12_r4a16,4,16,1,0.21
48,r1a1_r2a7_r3a12_r4a16,4,16,2,0.2
48,r1a1_r2a7_r3a12_r4a16,4,16,3,0.25
48,r1a1_r2a7_r3a12_r4a16,4,16,4,0.27
49,r1a1_r2a8_r3a9_r4a13,1,1,1,0.21
49,r1a1_r2a8_r3a9_r4a13,1,1,2,0.23
49,r1a1_r2a8_r3a9_r4a13,1,1,3,0.26
49,r1a1_r2a8_r3a9_r4a13,1,1,4,0.3
49,r1a1_r2a8_r3a9_r4a13,2,8,1,0.29
49,r1a1_r2a8_r3a9_r4a13,2,8,2,0.27
49,r1a1_r2a8_r3a9_r4a13,2,8,3,0.24
49,r1a1_r2a8_r3a9_r4a13,2,8,4,0.2
49,r1a1_r2a8_r3a9_r4a13,3,9,1,0.23
49,r1a1_r2a8_r3a9_r4a13,3,9,2,0.21
49,r1a1_r2a8_r3a9_r4a13,3,9,3,0.22
49,r1a1_r2a8_r3a9_r4a13,3,9,4,0.26
49,r1a1_r2a8_r3a9_r4a13,4,13,1,0.26
49,r1a1_r2a8_r3a9_r4a13,4,13,2,0.27
49,r1a1_r2a8_r3a9_r4a13,4,13,3,0.29
49,r1a1_r2a8_r3a9_r4a13,4,13,4,0.23
50,r1a1_r2a8_r3a9_r4a14,1,1,1,0.21
50,r1a1_r2a8_r3a9_r4a14,1,1,2,0.23
50,r1a1_r2a8_r3a9_r4a14,1,1,3,0.26
50,r1a1_r2a8_r3a9_r4a14,1,1,4,0.3
50,r1a1_r2a8_r3a9_r4a14,2,8,1,0.29
50,r1a1_r2a8_r3a9_r4a14,2,8,2,0.27
50,r1a1_r2a8_r3a9_r4a14,2,8,3,0.24
50,r1a1_r2a8_r3a9_r4a14,2,8,4,0.2
50,r1a1_r2a8_r3a9_r4a14,3,9,1,0.23
50,r1a1_r2a8_r3a9_r4a14,3,9,2,0.21
50,r1a1_r2a8_r3a9_r4a14,3,9,3,0.22
50,r1a1_r2a8_r3a9_r4a14,3,9,4,0.26
50,r1a1_r2a8_r3a9_r4a14,4,14,1,0.24
50,r1a1_r2a8_r3a9_r4a14,4,14,2,0.27
50,r1a1_r2a8_r3a9_r4a14,4,14,3,0.29
50,r1a1_r2a8_r3a9_r4a14,4,14,4,0.27
51,r1a1_r2a8_r3a9_r4a15,1,1,1,0.21
51,r1a1_r2a8_r3a9_r4a15,1,1,2,0.23
51,r1a1_r2a8_r3a9_r4a15,1,1,3,0.26
51,r1a1_r2a8_r3a9_r4a15,1,1,4,0.3
51,r1a1_r2a8_r3a9_r4a15,2,8,1,0.29
51,r1a1_r2a8_r3a9_r4a15,2,8,2,0.27
51,r1a1_r2a8_r3a9_r4a15,2,8,3,0.24
51,r1a1_r2a8_r3a9_r4a15,2,8,4,0.2
51,r1a1_r2a8_r3a9_r4a15,3,9,1,0.23
51,r1a1_r2a8_r3a9_r4a15,3,9,2,0.21
51,r1a1_r2a8_r3a9_r4a15,3,9,3,0.22
51,r1a1_r2a8_r3a9_r4a15,3,9,4,0.26
51,r1a1_r2a8_r3a9_r4a15,4,15,1,0.23
51,r1a1_r2a8_r3a9_r4a15,4,15,2,0.21
51,r1a1_r2a8_r3a9_r4a15,4,15,3,0.22
51,r1a1_r2a8_r3a9_r4a15,4,15,4,0.26
52,r1a1_r2a8_r3a9_r4a16,1,1,1,0.21
52,r1a1_r2a8_r3a9_r4a16,1,1,2,0.23
52,r1a1_r2a8_r3a9_r4a16,1,1,3,0.26
52,r1a1_r2a8_r3a9_r4a16,1,1,4,0.3
52,r1a1_r2a8_r3a9_r4a16,2,8,1,0.29
52,r1a1_r2a8_r3a9_r4a16,2,8,2,0.27
52,r1a1_r2a8_r3a9_r4a16,2,8,3,0.24
52,r1a1_r2a8_r3a9_r4a16,2,8,4,0.2
52,r1a1_r2a8_r3a9_r4a16,3,9,1,0.23
52,r1a1_r2a8_r3a9_r4a16,3,9,2,0.21
52,r1a1_r2a8_r3a9_r4a16,3,9,3,0.22
52,r1a1_r2a8_r3a9_r4a16,3,9,4,0.26
52,r1a1_r2a8_r3a9_r4a16,4,16,1,0.21
52,r1a1_r2a8_r3a9_r4a16,4,16,2,0.2
52,r1a1_r2a8_r3a9_r4a16,4,16,3,0.25
52,r1a1_r2a8_r3a9_r4a16,4,16,4,0.27
53,r1a1_r2a8_r3a10_r4a13,1,1,1,0.21
53,r1a1_r2a8_r3a10_r4a13,1,1,2,0.23
53,r1a1_r2a8_r3a10_r4a13,1,1,3,0.26
53,r1a1_r2a8_r3a10_r4a13,1,1,4,0.3
53,r1a1_r2a8_r3a10_r4a13,2,8,1,0.29
53,r1a1_r2a8_r3a10_r4a13,2,8,2,0.27
53,r1a1_r2a8_r3a10_r4a13,2,8,3,0.24
53,r1a1_r2a8_r3a10_r4a13,2,8,4,0.2
53,r1a1_r2a8_r3a10_r4a13,3,10,1,0.2
53,r1a1_r2a8_r3a10_r4a13,3,10,2,0.21
53,r1a1_r2a8_r3a10_r4a13,3,10,3,0.27
53,r1a1_r2a8_r3a10_r4a13,3,10,4,0.29
53,r1a1_r2a8_r3a10_r4a13,4,13,1,0.26
53,r1a1_r2a8_r3a10_r4a13,4,13,2,0.27
53,r1a1_r2a8_r3a10_r4a13,4,13,3,0.29
53,r1a1_r2a8_r3a10_r4a13,4,13,4,0.23
54,r1a1_r2a8_r3a10_r4a14,1,1,1,0.21
54,r1a1_r2a8_r3a10_r4a14,1,1,2,0.23
54,r1a1_r2a8_r3a10_r4a14,1,1,3,0.26
54,r1a1_r2a8_r3a10_r4a14,1,1,4,0.3
54,r1a1_r2a8_r3a10_r4a14,2,8,1,0.29
54,r1a1_r2a8_r3a10_r4a14,2,8,2,0.27
54,r1a1_r2a8_r3a10_r4a14,2,8,3,0.24
54,r1a1_r2a8_r3a10_r4a14,2,8,4,0.2
54,r1a1_r2a8_r3a10_r4a14,3,10,1,0.2
54,r1a1_r2a8_r3a10_r4a14,3,10,2,0.21
54,r1a1_r2a8_r3a10_r4a14,3,10,3,0.27
54,r1a1_r2a8_r3a10_r4a14,3,10,4,0.29
54,r1a1_r2a8_r3a10_r4a14,4,14,1,0.24
54,r1a1_r2a8_r3a10_r4a14,4,14,2,0.27
54,r1a1_r2a8_r3a10_r4a14,4,14,3,0.29
54,r1a1_r2a8_r3a10_r4a14,4,14,4,0.27
55,r1a1_r2a8_r3a10_r4a15,1,1,1,0.21
55,r1a1_r2a8_r3a10_r4a15,1,1,2,0.23
55,r1a1_r2a8_r3a10_r4a15,1,1,3,0.26
55,r1a1_r2a8_r3a10_r4a15,1,1,4,0.3
55,r1a1_r2a8_r3a10_r4a15,2,8,1,0.29
55,r1a1_r2a8_r3a10_r4a15,2,8,2,0.27
55,r1a1_r2a8_r3a10_r4a15,2,8,3,0.24
